order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source,extraction_date,is_late,days_late,delivery_status
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
246,17,3,2016-05-30,2016-05-30,,2,6,postgres db,2025-04-18 21:40:55,False,,Late
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,postgres db,2025-04-18 21:40:55,True,2.0,Late
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,postgres db,2025-04-18 21:40:55,False,0.0,Early
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
264,5,3,2016-06-10,2016-06-10,,1,3,postgres db,2025-04-18 21:40:55,False,,Late
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,postgres db,2025-04-18 21:40:55,False,0.0,On Time
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,postgres db,2025-04-18 21:40:55,False,0.0,On Time
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,postgres db,2025-04-18 21:40:55,True,2.0,Late
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,postgres db,2025-04-18 21:40:55,False,0.0,On Time
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,postgres db,2025-04-18 21:40:55,False,0.0,On Time
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,postgres db,2025-04-18 21:40:55,False,0.0,On Time
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,postgres db,2025-04-18 21:40:55,True,1.0,Late
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,postgres db,2025-04-18 21:40:55,False,0.0,Early
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,postgres db,2025-04-18 21:40:55,False,0.0,Early
349,30,3,2016-08-03,2016-08-03,,1,3,postgres db,2025-04-18 21:40:55,False,,Late
350,31,3,2016-08-03,2016-08-03,,1,3,postgres db,2025-04-18 21:40:55,False,,Late
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,postgres db,2025-04-18 21:40:55,True,1.0,Late
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,postgres db,2025-04-18 21:40:55,False,0.0,On Time
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
357,14,3,2016-08-05,2016-08-05,,3,8,postgres db,2025-04-18 21:40:55,False,,Late
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,postgres db,2025-04-18 21:40:55,False,0.0,On Time
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,postgres db,2025-04-18 21:40:55,True,1.0,Late
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,postgres db,2025-04-18 21:40:55,False,0.0,On Time
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,postgres db,2025-04-18 21:40:55,False,0.0,On Time
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,postgres db,2025-04-18 21:40:55,False,0.0,On Time
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,postgres db,2025-04-18 21:40:55,True,1.0,Late
391,61,3,2016-08-23,2016-08-23,,3,9,postgres db,2025-04-18 21:40:55,False,,Late
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,postgres db,2025-04-18 21:40:55,True,2.0,Late
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
407,77,3,2016-09-01,2016-09-01,,3,8,postgres db,2025-04-18 21:40:55,False,,Late
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,postgres db,2025-04-18 21:40:55,False,0.0,On Time
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,postgres db,2025-04-18 21:40:55,True,2.0,Late
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,postgres db,2025-04-18 21:40:55,False,0.0,On Time
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,postgres db,2025-04-18 21:40:55,True,1.0,Late
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,postgres db,2025-04-18 21:40:55,False,0.0,On Time
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
1513,32,2,2018-04-10,2018-04-10,,1,2,postgres db,2025-04-18 21:40:55,False,,Late
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,postgres db,2025-04-18 21:40:55,False,0.0,Early
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,postgres db,2025-04-18 21:40:55,False,0.0,On Time
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,postgres db,2025-04-18 21:40:55,False,0.0,On Time
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
