product_id,product_name,brand_id,category_id,model_year,list_price,source,extraction_date
280,Trek Superfly 24 - 2017/2018,9,1,2018,489.99,data lake,2025-04-18 21:40:55
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,1,2018,319.99,data lake,2025-04-18 21:40:55
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,data lake,2025-04-18 21:40:55
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,data lake,2025-04-18 21:40:55
284,Electra Savannah 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,data lake,2025-04-18 21:40:55
285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,data lake,2025-04-18 21:40:55
286,"Electra Starship 1 16"" - 2018",1,1,2018,279.99,data lake,2025-04-18 21:40:55
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,data lake,2025-04-18 21:40:55
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,1,1,2018,389.99,data lake,2025-04-18 21:40:55
289,"Electra Superbolt 1 20"" - 2018",1,1,2018,319.99,data lake,2025-04-18 21:40:55
290,"Electra Superbolt 3i 20"" - 2018",1,1,2018,369.99,data lake,2025-04-18 21:40:55
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,data lake,2025-04-18 21:40:55
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99,data lake,2025-04-18 21:40:55
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99,data lake,2025-04-18 21:40:55
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99,data lake,2025-04-18 21:40:55
295,"Electra Treasure 1 20"" - 2018",1,1,2018,319.99,data lake,2025-04-18 21:40:55
296,"Electra Treasure 3i 20"" - 2018",1,1,2018,369.99,data lake,2025-04-18 21:40:55
297,"Electra Under-The-Sea 1 16"" - 2018",1,1,2018,279.99,data lake,2025-04-18 21:40:55
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,data lake,2025-04-18 21:40:55
299,Electra Townie Original 21D - 2018,1,2,2018,559.99,data lake,2025-04-18 21:40:55
300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,2,2018,799.99,data lake,2025-04-18 21:40:55
301,Electra Townie Balloon 7i EQ - 2018,1,2,2018,899.99,data lake,2025-04-18 21:40:55
302,Electra Townie Original 1 - 2018,1,2,2018,449.99,data lake,2025-04-18 21:40:55
303,Electra Townie Go! 8i - 2017/2018,1,2,2018,2599.99,data lake,2025-04-18 21:40:55
304,Electra Townie Original 21D EQ - 2017/2018,1,2,2018,679.99,data lake,2025-04-18 21:40:55
305,Electra Townie Balloon 3i EQ - 2017/2018,1,2,2018,749.99,data lake,2025-04-18 21:40:55
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,2,2018,899.99,data lake,2025-04-18 21:40:55
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,2,2018,749.99,data lake,2025-04-18 21:40:55
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,2,2018,749.99,data lake,2025-04-18 21:40:55
309,Electra Townie Commute 27D - 2018,1,2,2018,899.99,data lake,2025-04-18 21:40:55
310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,899.99,data lake,2025-04-18 21:40:55
311,Electra Townie Commute 8D - 2018,1,2,2018,749.99,data lake,2025-04-18 21:40:55
312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,699.99,data lake,2025-04-18 21:40:55
313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,449.99,data lake,2025-04-18 21:40:55
314,Electra Townie Original 21D EQ Ladies' - 2018,1,2,2018,679.99,data lake,2025-04-18 21:40:55
315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,559.99,data lake,2025-04-18 21:40:55
316,Trek Checkpoint ALR 4 Women's - 2019,9,7,2019,1699.99,data lake,2025-04-18 21:40:55
317,Trek Checkpoint ALR 5 - 2019,9,7,2019,1999.99,data lake,2025-04-18 21:40:55
318,Trek Checkpoint ALR 5 Women's - 2019,9,7,2019,1999.99,data lake,2025-04-18 21:40:55
319,Trek Checkpoint SL 5 Women's - 2019,9,7,2019,2799.99,data lake,2025-04-18 21:40:55
320,Trek Checkpoint SL 6 - 2019,9,7,2019,3799.99,data lake,2025-04-18 21:40:55
321,Trek Checkpoint ALR Frameset - 2019,9,7,2019,3199.99,data lake,2025-04-18 21:40:55
